id,construct,dimension,dimension_description,indicator,text
syn_0340,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",questioning the meaning of schoolwork,The programming assignment is just copying code from the book and changing one variable. There's no problem-solving. It's mimicry. I question if this is how we foster the next generation of innovators.
syn_0341,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",questioning the meaning of schoolwork,We had to design a 'perfect society' in political science. But the parameters were so narrow it was just a fill-in-the-blank exercise. The deep questions were off the table. Meaning was pre-determined.
syn_0342,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",questioning the meaning of schoolwork,"My music theory class is about passing the exam, not about hearing or feeling music. We manipulate abstract symbols. I question when music education stopped being about music."
syn_0343,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",questioning the meaning of schoolwork,"The case study we analyzed was clearly chosen because it had a neat, happy ending. Real business is messy. This feels like education-by-fairy-tale. I'm growing cynical about the narratives we're fed."
syn_0344,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",questioning the meaning of schoolwork,"I have to memorize 50 Latin roots. I'll forget 48 by next week. What is the enduring value here? It feels like arbitrary hoarding of trivia, not building a tool."
syn_0345,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",questioning the meaning of schoolwork,"The debate we held had prescribed positions. No one could argue outside the box. It was theater, not debate. I question why we simulate argument instead of having real ones."
syn_0346,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",questioning the meaning of schoolwork,"My literature class is a checklist of 'must-know' authors and themes. There's no room for personal connection or discovery. It's a canon to be consumed, not explored. The meaning is in the coverage."
syn_0347,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",questioning the meaning of schoolwork,"We built a bridge out of popsicle sticks for a competition. It's cool, I guess. But the physics we 'applied' was minimal. The real lesson was how to follow instructions meticulously. What did we really build?"
syn_0348,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",questioning the meaning of schoolwork,The 'stress management' workshop was just another thing to schedule and check off. Its message was drowned in the noise of our real workloads. I question the sincerity of it all.
syn_0349,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",questioning the meaning of schoolwork,I'm reading secondary sources about a primary source we never read. We're studying summaries of summaries. The chain of meaning is so long and broken. I wonder if anyone remembers the original point.
syn_0350,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,feeling inadequate in schoolwork,"I just got my test back and it's another average grade. I study so much, but it never seems to be enough. Everyone else seems to grasp things so quickly while I'm constantly struggling to keep up. I'm starting to think I'm just not cut out for this level of work."
syn_0351,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,feeling inadequate in schoolwork,"Group projects are the worst. I always feel like I'm letting my team down because my contributions aren't as strong. I try so hard to understand the material, but my ideas always seem basic or wrong. It's exhausting pretending I know what I'm doing."
syn_0352,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,feeling inadequate in schoolwork,"My teacher pulled me aside today to ask if I was okay. She said my recent assignments were below my usual standard. That's the problem—my 'usual standard' isn't even good enough. I'm just treading water, and everyone can see I'm sinking."
syn_0353,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,feeling inadequate in schoolwork,"Looking at the honors list again, and my name isn't there. I shouldn't care this much, but I do. It's a constant reminder that no matter how many hours I pour into this, I'm just mediocre. I'm not living up to my own potential, let alone anyone else's."
syn_0354,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,feeling inadequate in schoolwork,"I spent three nights on that research paper. My friend wrote hers in one sitting and got an A+. I got a C-. It's like we're playing completely different games. I don't know what I'm missing, but clearly I'm missing something fundamental."
syn_0355,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,feeling inadequate in schoolwork,"The calculus problem set is open on my desk, but I haven't moved past question one. I've watched the lecture twice and read the chapter, but it's just a blur of symbols. Why is this so impossibly hard for me when it looks so straightforward for others?"
syn_0356,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,feeling inadequate in schoolwork,"My presentation today was a disaster. I stumbled over words, forgot my points, and my slides were weak. My group was polite, but I saw the disappointment. I'm the weak link, and it's only a matter of time before they stop including me."
syn_0357,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,feeling inadequate in schoolwork,"I compare my essay to the sample A+ paper the professor posted. The difference is laughable. My writing feels clunky, my arguments thin, my insight nonexistent. How am I supposed to produce work at that level? I don't have the talent."
syn_0358,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,feeling inadequate in schoolwork,"My parents keep asking about my grades, and I have to make excuses. 'The teacher is hard,' 'the class is tough.' The truth is, I'm not smart enough. They think I'm lazy, but the truth is worse: I'm just not capable."
syn_0359,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,feeling inadequate in schoolwork,"The lab report is due, and I've done none of the analysis. I collected the data, but the numbers mean nothing to me. I'll have to copy my partner's conclusions and pretend they're mine. Another piece of schoolwork where I'm faking it."
syn_0360,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,feeling inadequate in schoolwork,"I used to be the one people asked for help. Now I'm the one asking, and even then, the explanations go over my head. My confidence has been slowly eroding, replaced by a quiet certainty that I don't belong here."
syn_0361,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,feeling inadequate in schoolwork,"The syllabus says we should be able to do X by now. I can't do X. Not even close. I look around the room and everyone's head is nodding during lecture. Mine is spinning. I'm falling behind, and I don't know how to catch up."
syn_0362,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,feeling inadequate in schoolwork,My internship supervisor gave me 'constructive feedback' that basically said my work was subpar. I tried so hard. I stayed late. I double-checked everything. It wasn't hard work that failed; it was me.
syn_0363,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,feeling inadequate in schoolwork,"I got a B- on my midterm. For some, that's fine. For me, it's a catastrophe. My parents expect A's. I expect A's. And now I'm proving to everyone—especially myself—that I can't even meet my own low-bar expectations."
syn_0364,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,feeling inadequate in schoolwork,"During study group, people were throwing around terms I'd never heard. I nodded along, pretending to follow. Inside, I felt like an imposter. How did I get to this point without knowing the basics? I'm way out of my depth."
syn_0365,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,feeling inadequate in schoolwork,"The final project proposal is due. My team has a clear, innovative plan. My contribution is a few weak paragraphs I've rewritten five times. I'm holding them back. I should just tell them to do my part, because my best effort is their worst."
syn_0366,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,feeling inadequate in schoolwork,My high school self would be so disappointed in my college performance. I used to be top of my class. Now I'm just grateful to pass. That gap between who I was and who I am now is the heaviest thing I carry.
syn_0367,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,feeling inadequate in schoolwork,"The professor said this is foundational knowledge. I don't have a foundation. I have a pile of shaky facts and anxiety. When I try to build on it, everything crumbles. I'm constructing my education on sand."
syn_0368,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,feeling inadequate in schoolwork,"I had to drop the advanced course. It was humiliating to admit I couldn't handle it. But staying would have been worse—watching my grades implode, confirming every doubt. Now I'm just a step behind, and everyone knows why."
syn_0369,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,feeling inadequate in schoolwork,"My notebook is full of messy, confused notes. My classmates' notebooks are works of art—color-coded, comprehensive, clear. I try to organize mine, but within minutes it's chaos again. My brain works differently, and worse."
syn_0370,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,feeling inadequate in schoolwork,"The reading for tomorrow is 80 pages. I've been at it for two hours and I'm on page 12. I retain nothing. My eyes scan the words, but the meaning never lands. How is anyone supposed to keep up with this volume?"
syn_0371,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,feeling inadequate in schoolwork,"My roommate is in the library until midnight, then gets up at 6 to review. I do the same, and my grades are still lower. It's not about effort. It's about ability. And mine is clearly insufficient."
syn_0372,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,feeling inadequate in schoolwork,"I used to love writing. Now every sentence feels like a chore. My essays are lifeless, my points obvious. My professor's comments say 'develop this further'—but I don't know how. The ideas aren't there to develop."
syn_0373,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,feeling inadequate in schoolwork,"The TA graded my problem set and wrote 'incorrect approach' in the margin. I have no idea what the correct approach is. I thought I was applying the formula. Evidently, I don't even understand the formula."
syn_0374,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,feeling inadequate in schoolwork,"I'm in my third year, and I still feel like a freshman. I haven't found my stride. Other students are publishing, interning, leading clubs. I'm just trying to survive my classes without embarrassing myself."
syn_0375,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,feeling inadequate in schoolwork,"My mother said, 'You're so smart, you'll figure it out.' But what if I'm not smart? What if this is the real me—stuck, confused, constantly behind? I'm tired of pretending I have it together."
syn_0376,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,feeling inadequate in schoolwork,"The oral exam was a blank moment. My mind went empty. The question seemed simple, but I had nothing. I saw the pity in the professor's eyes. That look said it all: I had nothing of value to offer."
syn_0377,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,feeling inadequate in schoolwork,I avoid answering in class now. What if I say something stupid? It's better to stay silent and be thought quiet than to speak and confirm everyone's suspicion that I don't belong in this lecture hall.
syn_0378,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,feeling inadequate in schoolwork,"My thesis proposal was returned with 'major revisions required.' The committee thinks my research question is weak. Maybe they're right. I picked something I thought I could handle, but I'm in over my head."
syn_0379,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,feeling inadequate in schoolwork,"I look at the brilliant discussions online, the deep questions my peers ask, and I wonder what planet they're from. My questions are simple, my curiosity basic. I feel like a child in a room of scholars."
syn_0380,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,feeling inadequate in schoolwork,"The scholarship committee denied my application. The letter mentioned 'academic promise.' I guess my record doesn't show much promise. Just a steady, unimpressive performance. Exactly what I expected."
syn_0381,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,feeling inadequate in schoolwork,I spent all weekend on the coding assignment. It's due in an hour and it doesn't work. My friend ran his version in ten minutes. I'm not just slow; I'm fundamentally incapable of thinking like a programmer.
syn_0382,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,feeling inadequate in schoolwork,The dean's list email came and went. Not for me. I used to be offended by the elitism. Now I'm just numb. Of course I'm not on it. My work isn't list-worthy. It's barely passable.
syn_0383,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,feeling inadequate in schoolwork,"My lab partner sighs every time we have to do data analysis. I know what he's thinking: why is he stuck with me? I try to contribute, but my stats knowledge is so shaky I'm more of a liability than a help."
syn_0384,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,feeling inadequate in schoolwork,I reread my essay before submitting and hate every word. It's so superficial. I had all this time and this is the best I could do? It's not a lack of time; it's a lack of depth. I have nothing meaningful to say.
syn_0385,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,feeling inadequate in schoolwork,"The professor announced the top three papers. Mine wasn't mentioned. I didn't expect it to be, but the disappointment still stings. I work so hard to produce mediocrity. What's the point of the effort if the result is always the same?"
syn_0386,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,feeling inadequate in schoolwork,"My study group is moving on to the next chapter. I'm still stuck on the last one, trying to understand concepts they breezed through. I'm the anchor weighing them down. Maybe I should just study alone so I don't slow anyone else."
syn_0387,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,feeling inadequate in schoolwork,The internship application required a writing sample. I submitted my best work. The rejection email said 'we found other candidates whose writing better met our needs.' Translation: my writing isn't good enough. Not for real-world use.
syn_0388,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,feeling inadequate in schoolwork,"I look at the grading rubric and know I won't hit the top levels. My analysis will be 'limited,' my synthesis 'basic.' I'm not aiming for excellence anymore; I'm aiming for 'not failing.' That's my ceiling."
syn_0389,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,feeling inadequate in schoolwork,"My professor said, 'You have the ideas, but your execution is weak.' What does that even mean? The ideas are the hard part! If my ideas are good but I can't express them, what good are they? I'm a broken pipeline."
syn_0390,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,feeling inadequate in schoolwork,"The class average on the last exam was 78. I got a 72. Below average. In a class where the average is a C, I'm struggling to get a C-. What does that say about me? I'm below below average."
syn_0391,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,feeling inadequate in schoolwork,"I took detailed notes during lecture. I reviewed them. I made flashcards. I still failed the quiz. The information just doesn't stick. My memory is terrible, or my understanding is shallow. Probably both."
syn_0392,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,feeling inadequate in schoolwork,"My friend showed me his thesis chapter. It's dense, sophisticated, groundbreaking. Mine reads like a high school report. We're supposed to be peers. We're not. He's a scholar; I'm a student barely making it."
syn_0393,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,feeling inadequate in schoolwork,"The conference abstract deadline is here. I've written three versions, and they're all weak. The call for papers says 'innovative research.' My project isn't innovative. It's a small, shaky question with inconclusive data. Why am I even here?"
syn_0394,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,feeling inadequate in schoolwork,"My grades have been slipping since sophomore year. The slope is gradual, but it's definite. Each semester, I perform a little worse. My capabilities are degrading, or my standards were always inflated. Probably the latter."
syn_0395,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,feeling inadequate in schoolwork,"I can't even get the formatting right on this paper. The citations are inconsistent, the headings wrong. It's the easiest part, and I'm messing it up. It's like everything I touch turns to something slightly wrong, slightly inadequate."
syn_0396,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,feeling inadequate in schoolwork,"The professor asked for my thoughts on the article. I had none. Just a vague feeling of confusion. Everyone else had a nuanced take. I sat there mute, wondering how I got into a program where I have nothing to contribute."
syn_0397,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,feeling inadequate in schoolwork,"My peer reviewer said my argument 'lacks persuasiveness.' I thought I was making a point. Apparently, I was just stating opinions without evidence. I don't know how to build an argument. I thought that was what school taught you."
syn_0398,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,feeling inadequate in schoolwork,"The study abroad program requires a 3.5 GPA. Mine is a 3.1. It's not just a number; it's a verdict. It tells the world I'm not good enough for opportunities. I'm not good enough, period."
syn_0399,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,feeling inadequate in schoolwork,"I look at my transcript and see a pattern of B's and C's. No stars, no honors, no distinction. Just a solid record of average performance. That's my legacy: the definition of adequate. But I don't feel adequate. I feel like a failure."
syn_0400,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,lower expectations for one's schoolwork than before,"I used to stay up until midnight perfecting every essay, dreaming of academic awards. Now I just want to submit something on time. My goals have shrunk from striving for excellence to simply avoiding failing. It's like I've accepted I'll never be the student I thought I could be."
syn_0401,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,lower expectations for one's schoolwork than before,"During parent-teacher conferences, my mom asked why I'm not aiming for honors. I told her I've adjusted my standards. I don't expect A's anymore; I'm just hoping to scrape by with C's. It's less pressure, but it feels like I'm giving up on myself."
syn_0402,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,lower expectations for one's schoolwork than before,"Looking back at my freshman self, it's depressing. I had a 4.0 goal and a list of Ivy League schools. Now, I'm happy if I pass my classes. My academic ambitions have dropped so low that I don't even recognize that person anymore."
syn_0403,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,lower expectations for one's schoolwork than before,"My teacher said I'm capable of more, but I've stopped trying. I've quietly lowered what I expect from my projects. Instead of researching deeply, I do the bare minimum. It's easier this way, but I know I'm settling for way less."
syn_0404,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,lower expectations for one's schoolwork than before,"I don't compete for grades like I used to. Where I once wanted to be top of the class, I now look at the syllabus and think, 'If I get a D, that's fine.' My standards have fallen, and I'm not even mad about it anymore."
syn_0405,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,lower expectations for one's schoolwork than before,"After that brutal calculus exam, I changed my mindset. I no longer expect to understand everything. Now my goal is just to pass the course. I've downgraded my academic hopes, and it's oddly peaceful, but also a bit empty."
syn_0406,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,lower expectations for one's schoolwork than before,"I told my study group I'm not aiming for the extra credit anymore. They were shocked, but I've accepted that my best work isn't good enough. So I've reduced my expectations—no more all-nighters for a perfect paper."
syn_0407,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,lower expectations for one's schoolwork than before,"My parents still talk about college applications, but I've already mentally checked out. I don't expect to get into a good school. I'm aiming for any acceptance, and my schoolwork reflects that—rushed, half-hearted, just meeting the minimum."
syn_0408,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,lower expectations for one's schoolwork than before,"I used to rewrite paragraphs until they were flawless. Now I submit first drafts. I've lowered the bar for my own writing because the effort feels pointless. My expectations for quality have plummeted, and honestly, I'm tired of caring."
syn_0409,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,lower expectations for one's schoolwork than before,"In my journal last year, I wrote about becoming a valedictorian. Today, I wrote that I'd be okay with graduation. That shift—from lofty dreams to basic survival—shows how much I've reduced my academic expectations for myself."
syn_0410,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,lower expectations for one's schoolwork than before,"I don't stress about GPA anymore. I've recalibrated what 'good enough' means. Previously, a B was a failure; now I celebrate a C. My expectations have been downgraded so much that average feels like an achievement."
syn_0411,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,lower expectations for one's schoolwork than before,"My counselor asked about my post-graduation plans. I said I'm not aiming high anymore. I've lowered my expectations for what I can achieve academically, so I'm looking at local jobs instead of universities."
syn_0412,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,lower expectations for one's schoolwork than before,I used to volunteer for every advanced class. Now I avoid them like the plague. My expectation is to survive regular classes without breaking down. I've set my academic sights so low that I'm barely treading water.
syn_0413,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,lower expectations for one's schoolwork than before,"When my friend got into Stanford, I felt nothing but relief that I'm not applying. I've already lowered my expectations—I don't want to compete. My schoolwork now is just about getting through, not excelling."
syn_0414,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,lower expectations for one's schoolwork than before,"I no longer dream of scholarships. I used to research them obsessively, but now I think, 'Why bother?' I've reduced my own standards to the point where I don't even apply for opportunities that require effort."
syn_0415,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,lower expectations for one's schoolwork than before,"My mom found my old report cards with straight A's. She cried. I told her I've changed—I don't expect those grades now. I'm okay with B's and C's. My academic expectations have been lowered, and I'm not fighting it."
syn_0416,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,lower expectations for one's schoolwork than before,"I've stopped correcting teachers when they praise my potential. Inside, I know I'm not living up to it. My personal expectations for my schoolwork have sunk so low that I barely try, and that's the tragic part."
syn_0417,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,lower expectations for one's schoolwork than before,I used to have a five-year academic plan. Now I plan month-to-month. I've lowered my expectations for the future because I can't see myself achieving what I once wanted. Schoolwork is just a chore now.
syn_0418,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,lower expectations for one's schoolwork than before,"In group projects, I never take the lead anymore. I've accepted that I'll do mediocre work. My expectation is to contribute just enough not to get yelled at. I've downgraded my role from star student to background extra."
syn_0419,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,lower expectations for one's schoolwork than before,I don't compare my current self to my past self anymore because it's too painful. I used to be the one with all the answers. Now I'm the one who doesn't raise my hand. My academic expectations have fallen off a cliff.
syn_0420,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,lower expectations for one's schoolwork than before,I used to get upset over a 89%. Now I'm relieved with a 70%. That change in what I consider acceptable shows how much I've lowered my standards. I don't expect brilliance from myself anymore—just survival.
syn_0421,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,lower expectations for one's schoolwork than before,"My goal used to be 'learn for the sake of learning.' Now it's 'get the credit.' I've reduced my expectations for what schoolwork means to me. It's transactional, not inspirational, and I'm okay with that emptiness."
syn_0422,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,lower expectations for one's schoolwork than before,"I don't bother with extra reading anymore. Why would I? I've already lowered my expectations for my own knowledge. If the test covers only the slides, that's all I'll learn. My curiosity has been replaced by minimalism."
syn_0423,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,lower expectations for one's schoolwork than before,"When my sister asked what I wanted for my birthday, I said 'a tutor.' She laughed, but I'm serious. I've lowered my expectations so much that I need help just to keep up. I never thought I'd be here."
syn_0424,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,lower expectations for one's schoolwork than before,"I used to be the first to hand in assignments. Now I'm the last, and I don't care if it's late. My expectation is that my work won't be great, so why rush? I've normalized mediocrity in my school performance."
syn_0425,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,lower expectations for one's schoolwork than before,My college essay would have been about my passions. Now I'm writing about how I'm 'resilient' for getting through each day. My expectations for my own narrative have dropped from hero to survivor.
syn_0426,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,lower expectations for one's schoolwork than before,I no longer aim to understand concepts deeply. Surface-level knowledge is my new goal. I've lowered my expectations for mastery because true understanding feels out of reach. I'm skimming through education.
syn_0427,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,lower expectations for one's schoolwork than before,My old diary is full of 'I will be a doctor.' Now I'm applying to undecided. I've lowered my expectations for my career path because I can't see myself excelling in anything. Schoolwork feels like a series of hurdles I'm not clearing.
syn_0428,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,lower expectations for one's schoolwork than before,"I used to get angry on pop quizzes. Now I just shrug and guess. My expectation is to fail, so I don't try. It's a defense mechanism, but it's also how I've adjusted my standards downward."
syn_0429,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,lower expectations for one's schoolwork than before,I don't join academic clubs anymore. Why would I? I've lowered my expectations for my involvement. I'm not the student who leads; I'm the one who shows up just to say I did.
syn_0430,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,lower expectations for one's schoolwork than before,"My goal for this semester is 'no D's.' That's it. A few years ago, I would have been devastated by a B. Now, I've set the bar so low that average is a victory. I've redefined success downward."
syn_0431,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,lower expectations for one's schoolwork than before,"I used to correct my friends' grammar. Now I don't even proofread my own papers. My expectation is sloppiness, so I deliver it. I've lowered my standards for quality, and it's reflected in everything I turn in."
syn_0432,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,lower expectations for one's schoolwork than before,"When the scholarship deadline came, I didn't apply. I've already lowered my expectations so much that I don't believe I deserve it. My academic self-worth is in the basement, and I'm not climbing out."
syn_0433,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,lower expectations for one's schoolwork than before,"I no longer care about being on the honor roll. In fact, I'd be embarrassed if I made it. My expectations have shifted from pride to avoidance—I don't want to stand out because I don't think I'm that capable."
syn_0434,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,lower expectations for one's schoolwork than before,"I've started using 'good enough' as my mantra. Where I once revised until perfect, now I stop at adequate. I've lowered my expectations for my own output, and the work suffers, but so do I."
syn_0435,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,lower expectations for one's schoolwork than before,"My parents saved for a private college. I'm going to community college. I've lowered my expectations for my education because I don't think I can handle more. My schoolwork goals are now about convenience, not challenge."
syn_0436,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,lower expectations for one's schoolwork than before,"I used to be the first to answer in class. Now I sit in the back and hope I'm not called on. My expectation is to be average or below, so I don't participate. I've silenced my academic voice."
syn_0437,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,lower expectations for one's schoolwork than before,"I don't buy the 'smart' textbooks anymore. The cheaper, used ones are fine. I've lowered my expectations for my learning materials because I don't expect to absorb much anyway. It's a physical sign of my mental shift."
syn_0438,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,lower expectations for one's schoolwork than before,My dream job used to be 'research scientist.' Now I'm thinking 'barista.' I've lowered my expectations for my future because my current schoolwork isn't building anything. I'm just existing.
syn_0439,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,lower expectations for one's schoolwork than before,"I used to highlight every page. Now I just skim. My expectation is that I won't retain information, so I don't try. I've lowered the bar for engagement, and my grades reflect that surrender."
syn_0440,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,lower expectations for one's schoolwork than before,"I don't ask for extensions anymore because I don't deserve them. My expectation is that my work will be subpar, so I turn it in early and bad. I've internalized that I'm not capable of better."
syn_0441,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,lower expectations for one's schoolwork than before,My teacher wrote 'you can do better' on my paper. I laughed because I know I won't. I've already lowered my expectations so much that 'better' isn't even on my radar. I'm aiming for 'done.'
syn_0442,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,lower expectations for one's schoolwork than before,"I used to have a study schedule color-coded. Now I open my laptop when I feel like it. My expectation is chaos, so I don't plan. I've lowered my standards for organization, and it's a mess."
syn_0443,School burnout,Sense of inadequacy at school,Diminished confidence in one's academic abilities and lowered self-expectations,lower expectations for one's schoolwork than before,"I don't care about class rankings anymore. In fact, I hope I'm not on the list. My expectations have dropped so low that I want to be invisible academically. Being average is my new goal."
